               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  30,            0.033337,            0.013927,           0.0047741,             0.75358,             0.88546,             0.88016,             0.51291,            0.031773,           0.0077829,           0.0042515,           0.0095215,           0.0095215,           0.0095215
                  31,            0.034156,             0.01394,           0.0048336,             0.82128,             0.72872,             0.84056,             0.49928,            0.032574,           0.0078592,            0.005455,            0.009505,            0.009505,            0.009505
                  32,            0.033273,            0.013789,           0.0048847,             0.80337,             0.76342,             0.84113,             0.51291,            0.032354,           0.0077381,           0.0056829,           0.0094885,           0.0094885,           0.0094885
                  33,             0.03358,             0.01327,           0.0043156,             0.84689,             0.69999,             0.80825,              0.3965,            0.037326,           0.0085459,            0.005662,            0.009472,            0.009472,            0.009472
                  34,            0.033766,            0.013932,           0.0038018,              0.8411,             0.80842,             0.87198,             0.52606,            0.037903,           0.0075588,              0.0077,           0.0094555,           0.0094555,           0.0094555
                  35,            0.032884,            0.013538,           0.0047304,             0.77831,             0.85975,              0.9002,             0.57686,            0.029874,           0.0073309,           0.0053644,            0.009439,            0.009439,            0.009439
                  36,            0.032212,            0.013015,           0.0040209,             0.84013,             0.39057,              0.5248,             0.31754,            0.036531,           0.0097904,            0.056622,           0.0094225,           0.0094225,           0.0094225
                  37,            0.032449,            0.013329,           0.0053014,             0.55725,             0.25823,              0.2183,             0.11415,            0.060532,            0.022961,            0.030067,            0.009406,            0.009406,            0.009406
                  38,            0.031955,            0.013104,           0.0046032,             0.69916,             0.67928,             0.73134,             0.45768,            0.033981,           0.0090895,            0.010796,           0.0093895,           0.0093895,           0.0093895
                  39,            0.031507,             0.01304,           0.0041851,             0.65217,             0.58773,             0.53847,             0.34081,            0.034025,           0.0098019,            0.027328,            0.009373,            0.009373,            0.009373
                  40,            0.031508,            0.012514,           0.0045635,             0.84402,             0.67776,             0.81603,             0.52564,            0.030154,           0.0094328,             0.01113,           0.0093565,           0.0093565,           0.0093565
                  41,            0.031601,            0.012797,           0.0044349,             0.69977,             0.67853,             0.73038,             0.46217,            0.030225,           0.0077477,            0.016224,             0.00934,             0.00934,             0.00934
                  42,            0.031063,            0.013803,            0.004992,             0.90111,              0.8711,             0.93136,             0.62248,            0.027097,            0.006608,            0.004137,           0.0093235,           0.0093235,           0.0093235
                  43,            0.030916,             0.01281,           0.0042107,             0.85032,             0.87533,             0.90528,             0.59792,            0.028011,           0.0070391,           0.0045071,            0.009307,            0.009307,            0.009307
                  44,             0.03086,            0.012998,           0.0042981,             0.76957,             0.62833,              0.7433,             0.48634,             0.03301,           0.0097837,            0.023426,           0.0092905,           0.0092905,           0.0092905
                  45,            0.030921,            0.012759,           0.0038316,              0.9158,             0.88549,             0.92194,             0.58898,            0.027828,           0.0068779,           0.0041695,            0.009274,            0.009274,            0.009274
                  46,            0.030533,            0.012854,           0.0041252,             0.87174,             0.79778,             0.87475,              0.5648,            0.030828,           0.0072737,           0.0052176,           0.0092575,           0.0092575,           0.0092575
                  47,            0.031176,            0.012892,           0.0038042,             0.91171,             0.88327,             0.92709,             0.59043,            0.028634,           0.0067234,           0.0036983,            0.009241,            0.009241,            0.009241
                  48,            0.030445,            0.012598,            0.003992,             0.82504,             0.83967,              0.8934,             0.58081,             0.02872,           0.0068665,           0.0051889,           0.0092245,           0.0092245,           0.0092245
                  49,            0.030107,            0.012735,           0.0034138,             0.58287,             0.52686,              0.5658,             0.33428,             0.03583,            0.011083,            0.044975,            0.009208,            0.009208,            0.009208
                  50,            0.029523,             0.01226,           0.0036809,             0.89051,             0.88279,             0.93276,             0.62448,            0.026906,           0.0065117,           0.0038347,           0.0091915,           0.0091915,           0.0091915
                  51,            0.029336,            0.012354,           0.0032764,             0.89072,              0.8764,             0.94421,             0.63044,            0.029365,           0.0068741,           0.0037146,            0.009175,            0.009175,            0.009175
                  52,            0.029481,            0.012458,           0.0030337,             0.83172,             0.89936,             0.91498,             0.60115,            0.026943,           0.0064812,           0.0058775,           0.0091585,           0.0091585,           0.0091585
                  53,              0.0291,            0.012928,           0.0035935,             0.87827,             0.85956,             0.91737,             0.61201,            0.026936,           0.0067148,           0.0049267,            0.009142,            0.009142,            0.009142
                  54,            0.028942,            0.012746,           0.0032019,             0.87645,             0.86351,             0.93158,             0.65192,            0.026818,           0.0066299,           0.0036488,           0.0091255,           0.0091255,           0.0091255
                  55,            0.028867,             0.01284,           0.0036052,             0.76442,             0.55836,             0.65535,             0.41601,            0.034551,            0.012513,            0.011863,            0.009109,            0.009109,            0.009109
                  56,            0.028785,            0.012153,           0.0027488,             0.82985,             0.90354,             0.90853,             0.63653,            0.029006,           0.0066242,           0.0049381,           0.0090925,           0.0090925,           0.0090925
                  57,            0.028682,            0.012609,           0.0034775,             0.87078,             0.83939,             0.90295,               0.619,             0.02709,           0.0071774,           0.0044928,            0.009076,            0.009076,            0.009076
                  58,            0.028365,             0.01232,           0.0037416,             0.86429,             0.82156,             0.90245,             0.64232,            0.026059,           0.0065536,           0.0059423,           0.0090595,           0.0090595,           0.0090595
                  59,            0.028469,            0.012338,           0.0031469,             0.84113,             0.81393,             0.86465,             0.61258,            0.028263,            0.007802,           0.0054493,            0.009043,            0.009043,            0.009043
                  60,            0.028457,            0.011831,            0.003524,             0.92024,             0.88619,             0.93272,             0.59524,            0.027639,           0.0063782,           0.0039062,           0.0090265,           0.0090265,           0.0090265
                  61,             0.02849,            0.012005,           0.0033658,             0.95601,             0.83443,             0.90267,             0.61357,            0.027179,           0.0072575,           0.0052633,             0.00901,             0.00901,             0.00901
                  62,            0.028631,            0.012721,           0.0033394,              0.9187,             0.86443,             0.92788,             0.67189,            0.027103,           0.0066462,           0.0049248,           0.0089935,           0.0089935,           0.0089935
                  63,             0.02902,            0.012244,           0.0031072,             0.81301,             0.74647,             0.81087,             0.53771,            0.028273,            0.010479,           0.0053854,            0.008977,            0.008977,            0.008977
                  64,            0.027447,            0.011639,           0.0030283,             0.90438,              0.8718,             0.91954,             0.61599,            0.027188,           0.0068169,           0.0049591,           0.0089605,           0.0089605,           0.0089605
                  65,            0.027488,            0.012043,           0.0029529,             0.75605,             0.55205,              0.6228,             0.41755,            0.033476,           0.0099859,             0.03479,            0.008944,            0.008944,            0.008944
                  66,            0.028336,            0.012123,            0.003432,             0.91589,             0.89723,             0.93997,             0.67462,            0.025534,           0.0063915,           0.0039759,           0.0089275,           0.0089275,           0.0089275
                  67,            0.028212,            0.012256,           0.0033763,             0.89767,             0.86888,             0.92424,             0.64017,            0.026617,           0.0065956,           0.0067244,            0.008911,            0.008911,            0.008911
                  68,            0.027404,            0.011963,           0.0032583,             0.81878,              0.8215,             0.87765,             0.60407,            0.027523,           0.0073061,           0.0063562,           0.0088945,           0.0088945,           0.0088945
                  69,            0.028056,            0.012364,           0.0033097,             0.79693,             0.61093,             0.68044,             0.42208,            0.037838,            0.012844,            0.024502,            0.008878,            0.008878,            0.008878
                  70,            0.027246,            0.012666,           0.0029821,             0.82752,              0.9145,             0.93306,             0.66875,             0.02396,           0.0067701,           0.0041637,           0.0088615,           0.0088615,           0.0088615
                  71,            0.027753,             0.01164,           0.0034247,             0.94165,             0.81792,             0.89459,             0.64371,            0.025604,           0.0078402,           0.0042505,            0.008845,            0.008845,            0.008845
                  72,            0.026835,            0.011879,           0.0029854,             0.89574,             0.85009,             0.91075,             0.64456,            0.025171,           0.0067463,           0.0044384,           0.0088285,           0.0088285,           0.0088285
                  73,             0.02756,            0.012469,           0.0033896,             0.89221,             0.74271,             0.86684,             0.56894,            0.027683,           0.0073595,           0.0057745,            0.008812,            0.008812,            0.008812
                  74,            0.027336,            0.012232,           0.0032736,             0.88227,             0.85369,             0.89956,             0.61092,            0.027049,           0.0071735,           0.0053358,           0.0087955,           0.0087955,           0.0087955
                  75,            0.027169,            0.011869,           0.0029643,             0.77721,             0.58413,              0.6249,             0.37371,            0.036015,            0.011281,            0.018208,            0.008779,            0.008779,            0.008779
                  76,            0.027575,            0.012456,           0.0031527,             0.81852,             0.48778,             0.58192,             0.36052,            0.037962,            0.013605,            0.027296,           0.0087625,           0.0087625,           0.0087625
                  77,            0.027678,            0.011808,           0.0025761,             0.89905,             0.89932,             0.93375,              0.6414,            0.026809,           0.0068645,           0.0027328,            0.008746,            0.008746,            0.008746
                  78,            0.027477,            0.012035,           0.0033471,               0.826,             0.66015,             0.73245,             0.49702,            0.029748,           0.0099659,            0.012531,           0.0087295,           0.0087295,           0.0087295
                  79,            0.026127,            0.011546,           0.0035578,             0.85151,             0.89067,             0.91467,             0.64885,            0.024997,           0.0065212,           0.0049057,            0.008713,            0.008713,            0.008713
                  80,            0.026817,            0.012014,             0.00216,             0.72194,             0.52599,             0.57413,             0.35148,            0.035359,            0.011645,            0.016754,           0.0086965,           0.0086965,           0.0086965
                  81,            0.026881,            0.012394,           0.0028833,             0.89107,             0.86499,             0.91535,             0.66415,            0.024477,           0.0069389,            0.004528,             0.00868,             0.00868,             0.00868
                  82,            0.026384,            0.011834,           0.0029572,             0.88549,             0.80885,             0.86968,             0.61323,            0.028107,           0.0081911,           0.0047655,           0.0086635,           0.0086635,           0.0086635
                  83,            0.026806,            0.011563,            0.003086,             0.88695,             0.81429,              0.9037,             0.60286,            0.026821,            0.007081,           0.0056152,            0.008647,            0.008647,            0.008647
                  84,             0.02672,            0.011981,           0.0040365,             0.83912,             0.81641,             0.87686,             0.60318,            0.027171,            0.007823,           0.0094566,           0.0086305,           0.0086305,           0.0086305
                  85,            0.026628,            0.011865,            0.003192,             0.77511,             0.63582,             0.75974,             0.49562,            0.028698,           0.0089207,            0.019215,            0.008614,            0.008614,            0.008614
                  86,            0.025483,            0.011933,           0.0029995,             0.87427,             0.88845,             0.93071,             0.66379,            0.025333,             0.00665,           0.0043674,           0.0085975,           0.0085975,           0.0085975
                  87,            0.026491,            0.011525,           0.0029018,             0.91233,             0.89777,             0.94231,             0.68041,             0.02452,           0.0059967,           0.0032396,            0.008581,            0.008581,            0.008581
                  88,            0.026359,            0.011452,           0.0032824,             0.92785,             0.87861,             0.93595,             0.66606,            0.024985,           0.0062027,           0.0070152,           0.0085645,           0.0085645,           0.0085645
                  89,            0.025703,            0.011888,           0.0023726,             0.90329,             0.78919,             0.86779,             0.59517,             0.02813,            0.008482,           0.0051422,            0.008548,            0.008548,            0.008548
                  90,            0.026302,            0.011483,           0.0028204,             0.91441,             0.87545,             0.92775,             0.66751,             0.02669,             0.00665,           0.0040588,           0.0085315,           0.0085315,           0.0085315
                  91,            0.026218,            0.011459,           0.0028838,             0.88687,             0.89706,             0.92924,             0.66286,            0.025384,            0.006897,           0.0039454,            0.008515,            0.008515,            0.008515
                  92,            0.026301,            0.011743,            0.002595,             0.91469,             0.88687,             0.94168,             0.68956,            0.023021,           0.0064259,           0.0059423,           0.0084985,           0.0084985,           0.0084985
                  93,            0.025895,            0.011709,           0.0028478,             0.83757,             0.74106,             0.79482,             0.52674,            0.029672,            0.010269,           0.0055218,            0.008482,            0.008482,            0.008482
                  94,            0.025904,            0.012124,           0.0030254,             0.89208,             0.91605,             0.95071,             0.70244,            0.023507,           0.0060701,           0.0035057,           0.0084655,           0.0084655,           0.0084655
                  95,            0.026392,            0.010832,            0.002667,             0.92644,             0.91157,             0.94394,              0.7105,            0.024299,           0.0062819,           0.0030527,            0.008449,            0.008449,            0.008449
                  96,            0.025965,            0.011471,           0.0034658,             0.90247,             0.87172,             0.94208,             0.68103,            0.025047,           0.0065451,           0.0037479,           0.0084325,           0.0084325,           0.0084325
                  97,            0.025527,            0.011941,           0.0030098,             0.91506,             0.68419,              0.8444,             0.61497,             0.02624,           0.0085478,           0.0088434,            0.008416,            0.008416,            0.008416
                  98,            0.026197,             0.01128,           0.0024498,             0.91066,             0.90359,             0.94832,             0.69236,             0.02445,           0.0064049,           0.0033722,           0.0083995,           0.0083995,           0.0083995
                  99,            0.025577,            0.011655,           0.0024977,             0.83621,             0.82574,             0.86494,             0.62918,            0.025478,           0.0084076,           0.0037928,            0.008383,            0.008383,            0.008383
                 100,            0.025274,            0.011735,           0.0021591,             0.89422,             0.87922,             0.93541,             0.66145,            0.023654,           0.0065889,            0.003952,           0.0083665,           0.0083665,           0.0083665
                 101,            0.025011,            0.011509,           0.0022467,             0.89463,             0.83844,             0.91106,              0.6655,            0.025037,           0.0075102,           0.0053444,             0.00835,             0.00835,             0.00835
                 102,            0.025113,            0.011372,           0.0028207,             0.93436,             0.77682,             0.89272,             0.64847,            0.025565,            0.008172,            0.006835,           0.0083335,           0.0083335,           0.0083335
                 103,            0.025113,             0.01138,           0.0023784,             0.93679,             0.91456,              0.9544,             0.70752,            0.022871,           0.0059977,            0.003294,            0.008317,            0.008317,            0.008317
                 104,            0.024907,            0.011288,           0.0029683,             0.85321,             0.83373,              0.9021,             0.64472,            0.026095,            0.007596,           0.0053673,           0.0083005,           0.0083005,           0.0083005
                 105,            0.025298,            0.011353,           0.0023367,             0.87216,             0.88814,             0.93671,             0.65988,            0.025357,           0.0068712,           0.0037103,            0.008284,            0.008284,            0.008284
                 106,            0.025475,            0.011689,           0.0025236,             0.65505,             0.43967,             0.47285,             0.29385,            0.040796,            0.014879,            0.036545,           0.0082675,           0.0082675,           0.0082675
                 107,            0.025341,            0.011953,           0.0026763,             0.90102,             0.80587,             0.87328,             0.63088,            0.026512,           0.0078344,           0.0040174,            0.008251,            0.008251,            0.008251
                 108,            0.025215,            0.011226,           0.0028887,             0.87546,             0.75624,             0.82765,             0.55487,            0.028444,            0.008543,           0.0048389,           0.0082345,           0.0082345,           0.0082345
                 109,            0.025026,            0.011159,           0.0020259,             0.71035,             0.67335,             0.69842,             0.46469,            0.029462,           0.0089645,            0.022671,            0.008218,            0.008218,            0.008218
                 110,            0.025918,            0.011237,           0.0025937,             0.84835,             0.85264,             0.91665,             0.65558,            0.025026,           0.0068636,            0.007596,           0.0082015,           0.0082015,           0.0082015
                 111,            0.025248,            0.011208,           0.0027343,             0.89103,             0.90764,             0.94497,             0.70368,            0.022412,           0.0060339,            0.005477,            0.008185,            0.008185,            0.008185
                 112,             0.02452,            0.011392,           0.0027774,             0.91242,             0.91778,             0.93869,             0.70752,            0.022714,           0.0064678,           0.0047312,           0.0081685,           0.0081685,           0.0081685
                 113,            0.024516,            0.011302,           0.0024747,             0.89849,             0.93651,               0.947,             0.71457,            0.022456,            0.006011,           0.0041285,            0.008152,            0.008152,            0.008152
                 114,            0.024911,            0.011577,           0.0022803,             0.90927,             0.86083,             0.91489,             0.66202,            0.025484,            0.007412,           0.0053988,           0.0081355,           0.0081355,           0.0081355
                 115,            0.025217,            0.011515,           0.0023634,             0.85107,             0.69675,             0.78703,             0.55848,            0.028966,            0.010574,           0.0056381,            0.008119,            0.008119,            0.008119
                 116,            0.024723,            0.011359,           0.0028707,             0.88053,              0.8698,             0.90592,             0.66274,             0.02533,           0.0071135,           0.0043592,           0.0081025,           0.0081025,           0.0081025
                 117,            0.024565,             0.01131,           0.0030223,              0.8725,             0.87139,             0.93186,             0.69133,            0.022988,           0.0064545,           0.0046024,            0.008086,            0.008086,            0.008086
                 118,            0.024356,             0.01133,           0.0026559,             0.88687,             0.90658,             0.92231,             0.69196,            0.022464,           0.0060787,           0.0047789,           0.0080695,           0.0080695,           0.0080695
                 119,             0.02503,            0.011636,            0.002585,             0.90494,             0.84533,              0.9217,             0.67351,            0.025029,           0.0065651,           0.0047607,            0.008053,            0.008053,            0.008053
                 120,            0.024848,            0.011225,           0.0024772,             0.73732,             0.72149,             0.72201,             0.51016,            0.027222,           0.0099564,            0.024011,           0.0080365,           0.0080365,           0.0080365
                 121,            0.024961,            0.011394,           0.0018423,             0.89432,             0.89952,             0.92809,             0.70416,            0.023211,           0.0063114,           0.0051489,             0.00802,             0.00802,             0.00802
                 122,            0.024526,             0.01125,           0.0027655,             0.91712,             0.83576,             0.91981,             0.70855,            0.023473,           0.0065651,           0.0044823,           0.0080035,           0.0080035,           0.0080035
                 123,            0.024019,            0.011436,           0.0023065,             0.91401,             0.81814,             0.90974,             0.67897,            0.024277,           0.0075054,           0.0042734,            0.007987,            0.007987,            0.007987
                 124,            0.024134,            0.011038,           0.0023429,             0.92143,             0.89512,             0.93657,             0.69789,            0.022492,           0.0063629,           0.0043154,           0.0079705,           0.0079705,           0.0079705
                 125,            0.023644,            0.010779,           0.0022867,             0.90773,             0.80151,             0.89604,             0.66637,            0.024479,           0.0077486,           0.0084515,            0.007954,            0.007954,            0.007954
                 126,            0.024085,            0.010673,           0.0020123,             0.95083,             0.90522,             0.94934,             0.70792,            0.022387,           0.0060129,           0.0042343,           0.0079375,           0.0079375,           0.0079375
                 127,            0.024781,             0.01123,           0.0024386,             0.90588,             0.92084,             0.94537,             0.70021,            0.023089,           0.0061665,            0.004529,            0.007921,            0.007921,            0.007921
                 128,             0.02425,            0.011088,           0.0021521,             0.88066,             0.89313,             0.92759,              0.7066,            0.022622,           0.0060015,           0.0049534,           0.0079045,           0.0079045,           0.0079045
                 129,            0.024681,            0.011228,           0.0027193,             0.79328,             0.87241,             0.92718,             0.70769,            0.022279,           0.0059853,           0.0062847,            0.007888,            0.007888,            0.007888
                 130,            0.024985,            0.011321,           0.0022727,             0.90931,             0.89456,             0.95043,              0.7338,            0.021617,           0.0059443,           0.0036135,           0.0078715,           0.0078715,           0.0078715
                 131,             0.02364,            0.011088,           0.0021662,             0.89079,             0.85794,              0.9291,             0.70747,            0.022097,           0.0062294,           0.0070095,            0.007855,            0.007855,            0.007855
                 132,            0.024287,            0.011418,            0.001973,             0.88406,             0.84119,             0.91853,             0.69936,             0.02302,           0.0066128,           0.0072556,           0.0078385,           0.0078385,           0.0078385
                 133,             0.02381,            0.011154,           0.0023984,             0.88009,             0.79592,             0.88576,             0.67586,            0.024528,           0.0074167,           0.0091457,            0.007822,            0.007822,            0.007822
                 134,             0.02437,            0.010863,           0.0021205,             0.94478,             0.90187,              0.9441,             0.73132,            0.022423,           0.0060892,           0.0049219,           0.0078055,           0.0078055,           0.0078055
                 135,            0.023512,            0.010989,           0.0018905,             0.94045,             0.88297,             0.94222,             0.73055,            0.022607,             0.00595,           0.0055666,            0.007789,            0.007789,            0.007789
                 136,            0.023459,            0.011007,           0.0018561,             0.85702,             0.84611,             0.90124,             0.67688,            0.023899,           0.0068388,           0.0039358,           0.0077725,           0.0077725,           0.0077725
                 137,            0.024792,             0.01179,           0.0018971,             0.91885,             0.91545,             0.94452,             0.70967,            0.023032,           0.0057306,           0.0050812,            0.007756,            0.007756,            0.007756
                 138,            0.024012,            0.010838,           0.0029835,             0.88002,             0.90342,             0.95013,             0.71239,            0.022946,           0.0059519,           0.0038691,           0.0077395,           0.0077395,           0.0077395
                 139,            0.023968,            0.010793,           0.0027722,             0.94008,             0.87523,             0.93854,             0.73445,            0.021861,           0.0057869,           0.0055504,            0.007723,            0.007723,            0.007723
                 140,            0.023165,            0.010367,           0.0019471,              0.9287,             0.90487,             0.93701,             0.71878,             0.02163,           0.0057888,           0.0047617,           0.0077065,           0.0077065,           0.0077065
                 141,            0.024495,            0.010552,           0.0018995,             0.86551,             0.85575,             0.89396,              0.6597,            0.024314,           0.0072327,           0.0079136,             0.00769,             0.00769,             0.00769
                 142,            0.024569,            0.011108,           0.0021038,             0.88561,             0.90817,             0.93942,             0.72069,            0.021043,           0.0057344,            0.006815,           0.0076735,           0.0076735,           0.0076735
                 143,            0.023853,            0.010666,           0.0018499,             0.91956,             0.88096,             0.93939,             0.73391,            0.021988,           0.0059996,           0.0068083,            0.007657,            0.007657,            0.007657
                 144,            0.023702,            0.011037,           0.0017344,              0.8929,             0.85948,              0.9025,              0.6578,            0.023997,           0.0069265,           0.0058393,           0.0076405,           0.0076405,           0.0076405
                 145,            0.023181,            0.011708,           0.0018605,             0.84113,             0.78945,             0.86086,             0.64881,            0.023802,           0.0074444,           0.0097313,            0.007624,            0.007624,            0.007624
                 146,            0.023464,            0.011164,           0.0020991,             0.88201,             0.81604,             0.88528,             0.65862,            0.023147,           0.0075397,           0.0095406,           0.0076075,           0.0076075,           0.0076075
                 147,            0.023253,            0.010715,           0.0029757,             0.81325,             0.47264,             0.61857,             0.40988,            0.032731,            0.010575,            0.018003,            0.007591,            0.007591,            0.007591
                 148,            0.023316,            0.010673,           0.0024848,             0.92341,             0.89672,             0.93678,             0.70466,            0.021973,           0.0058327,           0.0050707,           0.0075745,           0.0075745,           0.0075745
                 149,            0.023444,            0.010962,           0.0021572,             0.88884,             0.88796,              0.9269,             0.69465,            0.024131,           0.0066328,           0.0051594,            0.007558,            0.007558,            0.007558
                 150,            0.023573,             0.01095,           0.0019752,              0.9132,             0.90035,             0.94622,              0.7411,            0.021116,           0.0056982,           0.0047865,           0.0075415,           0.0075415,           0.0075415
                 151,            0.023218,            0.011079,           0.0022848,             0.92245,             0.90194,             0.95072,              0.7294,            0.021424,           0.0057211,           0.0044041,            0.007525,            0.007525,            0.007525
                 152,             0.02323,            0.010477,           0.0021241,             0.92152,             0.89238,              0.9405,             0.71507,            0.021687,           0.0056057,            0.005373,           0.0075085,           0.0075085,           0.0075085
                 153,            0.023436,            0.010551,           0.0022975,             0.91712,             0.90633,              0.9395,             0.71872,            0.021219,           0.0053272,           0.0050707,            0.007492,            0.007492,            0.007492
                 154,            0.023469,            0.010682,           0.0024095,             0.81428,             0.79492,             0.86159,             0.62697,            0.024803,           0.0065651,            0.011299,           0.0074755,           0.0074755,           0.0074755
                 155,            0.023171,            0.010816,            0.002256,               0.911,             0.91991,             0.94164,             0.73188,            0.021777,           0.0057945,           0.0041666,            0.007459,            0.007459,            0.007459
                 156,            0.023063,            0.010689,           0.0025037,             0.93778,             0.92243,             0.94392,             0.73459,            0.022392,           0.0056944,           0.0051737,           0.0074425,           0.0074425,           0.0074425
                 157,               0.023,            0.010666,            0.001846,              0.8965,             0.90267,             0.93464,             0.73042,            0.021012,           0.0054178,           0.0075321,            0.007426,            0.007426,            0.007426
                 158,            0.023784,            0.010498,           0.0021507,             0.93012,              0.7647,             0.87551,             0.67688,            0.022942,           0.0074673,           0.0068398,           0.0074095,           0.0074095,           0.0074095
                 159,            0.023094,             0.01088,           0.0016248,             0.88386,             0.91502,             0.93896,             0.71356,            0.022505,           0.0059271,           0.0039911,            0.007393,            0.007393,            0.007393
